0,99000000000000000000,10000000000000000,990000000000000000,
1000000000000000000,83033613445378151260,11900000000000000,988100000000000000,
2000000000000000000,71463768115942028986,13800000000000000,986200000000000000,
3000000000000000000,62694267515923566879,15700000000000000,984300000000000000,
4000000000000000000,55818181818181818181,17600000000000000,982400000000000000,
5000000000000000000,50282051282051282051,19500000000000000,980500000000000000,
6000000000000000000,45728971962616822430,21400000000000000,978600000000000000,
7000000000000000000,41918454935622317596,23300000000000000,976700000000000000,
8000000000000000000,38682539682539682539,25200000000000000,974800000000000000,
9000000000000000000,35900369003690036900,27100000000000000,972900000000000000,
10000000000000000000,33482758620689655172,29000000000000000,971000000000000000,
11000000000000000000,31362459546925566343,30900000000000000,969100000000000000,
12000000000000000000,29487804878048780487,32800000000000000,967200000000000000,
13000000000000000000,27818443804034582132,34700000000000000,965300000000000000,
14000000000000000000,26322404371584699453,36600000000000000,963400000000000000,
15000000000000000000,24974025974025974026,38500000000000000,961500000000000000,
16000000000000000000,23752475247524752475,40400000000000000,959600000000000000,
17000000000000000000,22640661938534278959,42300000000000000,957700000000000000,
18000000000000000000,21624434389140271493,44200000000000000,955800000000000000,
19000000000000000000,20691973969631236442,46100000000000000,953900000000000000,
20000000000000000000,19833333333333333333,48000000000000000,952000000000000000,
21000000000000000000,19040080160320641282,49900000000000000,950100000000000000,
22000000000000000000,18305019305019305019,51800000000000000,948200000000000000,
23000000000000000000,17621973929236499069,53700000000000000,946300000000000000,
24000000000000000000,16985611510791366906,55600000000000000,944400000000000000,
25000000000000000000,16391304347826086956,57500000000000000,942500000000000000,
26000000000000000000,15835016835016835016,59400000000000000,940600000000000000,
27000000000000000000,15313213703099510603,61300000000000000,938700000000000000,
28000000000000000000,14822784810126582278,63200000000000000,936800000000000000,
29000000000000000000,14360983102918586789,65100000000000000,934900000000000000,
30000000000000000000,13925373134328358209,67000000000000000,933000000000000000,
31000000000000000000,13513788098693759071,68900000000000000,931100000000000000,
32000000000000000000,13124293785310734463,70800000000000000,929200000000000000,
33000000000000000000,12755158184319119669,72700000000000000,927300000000000000,
34000000000000000000,12404825737265415549,74600000000000000,925400000000000000,
35000000000000000000,12071895424836601307,76500000000000000,923500000000000000,
36000000000000000000,11755102040816326530,78400000000000000,921600000000000000,
37000000000000000000,11453300124533001245,80300000000000000,919700000000000000,
38000000000000000000,11165450121654501216,82200000000000000,917800000000000000,
39000000000000000000,10890606420927467300,84100000000000000,915900000000000000,
40000000000000000000,10627906976744186046,86000000000000000,914000000000000000,
41000000000000000000,10376564277588168373,87900000000000000,912100000000000000,
42000000000000000000,10135857461024498886,89800000000000000,910200000000000000,
43000000000000000000,9905125408942202835,91700000000000000,908300000000000000,
44000000000000000000,9683760683760683760,93600000000000000,906400000000000000,
45000000000000000000,9471204188481675392,95500000000000000,904500000000000000,
46000000000000000000,9266940451745379876,97400000000000000,902600000000000000,
47000000000000000000,9070493454179254783,99300000000000000,900700000000000000,
48000000000000000000,8881422924901185770,101200000000000000,898800000000000000,
49000000000000000000,8699321047526673132,103100000000000000,896900000000000000,
50000000000000000000,8523809523809523809,105000000000000000,895000000000000000,
51000000000000000000,8354536950420954162,106900000000000000,893100000000000000,
52000000000000000000,8191176470588235294,108800000000000000,891200000000000000,
53000000000000000000,8033423667570009033,110700000000000000,889300000000000000,
54000000000000000000,7880994671403197158,112600000000000000,887400000000000000,
55000000000000000000,7733624454148471615,114500000000000000,885500000000000000,
56000000000000000000,7591065292096219931,116400000000000000,883600000000000000,
57000000000000000000,7453085376162299239,118300000000000000,881700000000000000,
58000000000000000000,7319467554076539101,120200000000000000,879800000000000000,
59000000000000000000,7190008190008190008,122100000000000000,877900000000000000,
60000000000000000000,7064516129032258064,124000000000000000,876000000000000000,
61000000000000000000,6942811755361397934,125900000000000000,874100000000000000,
62000000000000000000,6824726134585289514,127800000000000000,872200000000000000,
63000000000000000000,6710100231303006939,129700000000000000,870300000000000000,
64000000000000000000,6598784194528875379,131600000000000000,868400000000000000,
65000000000000000000,6490636704119850187,133500000000000000,866500000000000000,
66000000000000000000,6385524372230428360,135400000000000000,864600000000000000,
67000000000000000000,6283321194464675892,137300000000000000,862700000000000000,
68000000000000000000,6183908045977011494,139200000000000000,860800000000000000,
69000000000000000000,6087172218284904323,141100000000000000,858900000000000000,
70000000000000000000,5993006993006993007,143000000000000000,857000000000000000,
71000000000000000000,5901311249137336093,144900000000000000,855100000000000000,
72000000000000000000,5811989100817438692,146800000000000000,853200000000000000,
73000000000000000000,5724949562878278412,148700000000000000,851300000000000000,
74000000000000000000,5640106241699867197,150600000000000000,849400000000000000,
75000000000000000000,5557377049180327868,152500000000000000,847500000000000000,
76000000000000000000,5476683937823834196,154400000000000000,845600000000000000,
77000000000000000000,5397952655150351887,156300000000000000,843700000000000000,
78000000000000000000,5321112515802781289,158200000000000000,841800000000000000,
79000000000000000000,5246096189881324172,160100000000000000,839900000000000000,
80000000000000000000,5172839506172839506,162000000000000000,838000000000000000,
81000000000000000000,5101281269066503965,163900000000000000,836100000000000000,
82000000000000000000,5031363088057901085,165800000000000000,834200000000000000,
83000000000000000000,4963029218843172331,167700000000000000,832300000000000000,
84000000000000000000,4896226415094339622,169600000000000000,830400000000000000,
85000000000000000000,4830903790087463556,171500000000000000,828500000000000000,
86000000000000000000,4767012687427912341,173400000000000000,826600000000000000,
87000000000000000000,4704506560182544209,175300000000000000,824700000000000000,
88000000000000000000,4643340857787810383,177200000000000000,822800000000000000,
89000000000000000000,4583472920156337241,179100000000000000,820900000000000000,
90000000000000000000,4524861878453038674,181000000000000000,819000000000000000,
91000000000000000000,4467468562055768179,182900000000000000,817100000000000000,
92000000000000000000,4411255411255411255,184800000000000000,815200000000000000,
93000000000000000000,4356186395286555972,186700000000000000,813300000000000000,
94000000000000000000,4302226935312831389,188600000000000000,811400000000000000,
95000000000000000000,4249343832020997375,190500000000000000,809500000000000000,
96000000000000000000,4197505197505197505,192400000000000000,807600000000000000,
97000000000000000000,4146680391147709727,194300000000000000,805700000000000000,
98000000000000000000,4096839959225280326,196200000000000000,803800000000000000,
99000000000000000000,4047955577990913679,198100000000000000,801900000000000000,
